Account Name,AccountID,Amdocs Fiscal Month,Country Name,CountryID,Org3,OrgID,Portfolio,PortfolioID,Release Name,ReleaseID,ReleaseProbability,Release Status,ReleaseStatusID,Actual,Demand,UnitDemand,DemandAVG,DeltaMonth
KT CORP(56),30,2017/03,KOREA,23,DCC BC&S-CC,10,APAC,1,Phase 1,253,0,Development,2,0,0.05,0.02,0.035,0
KT CORP(56),30,2017/03,KOREA,23,DCC BC&S-CC,10,APAC,1,Phase 2,255,0,Development,2,0,0,0.09,0.045,0
KT CORP(56),30,2017/04,KOREA,23,DCC BC&S-CC,10,APAC,1,Phase 1,253,0,Development,2,0,0.05,0,0.025,0
KT CORP(56),30,2017/04,KOREA,23,DCC BC&S-CC,10,APAC,1,Phase 2,255,0,Development,2,0,0,0.09,0.045,0
KT CORP(56),30,2017/04,KOREA,23,DCC BC&S-CC,10,APAC,1,KT Fast Track CR,154,0,Production,4,0,0.18,0,0.09,0
KT CORP(56),30,2017/05,KOREA,23,DCC BC&S-CC,10,APAC,1,KT Fast Track CR,154,0,Production,4,0,0.18,0.18,0.18,0
KT CORP(56),30,2017/06,KOREA,23,DCC BC&S-CC,10,APAC,1,KT Fast Track CR,154,0,Production,4,0,0.18,0.18,0.18,0
KT CORP(56),30,2017/04,PHILIPPINES,30,DCC BC&S-CC,10,APAC,1,KT Fast Track CR,154,0,Production,4,0,0.82,0,0.41,0
KT CORP(56),30,2017/05,PHILIPPINES,30,DCC BC&S-CC,10,APAC,1,KT Fast Track CR,154,0,Production,4,0,0.82,0.82,0.82,0
KT CORP(56),30,2017/06,PHILIPPINES,30,DCC BC&S-CC,10,APAC,1,KT Fast Track CR,154,0,Production,4,0,0.82,0.82,0.82,0
KT CORP(56),30,2017/03,INDIA,18,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,1,0,0,0,0
KT CORP(56),30,2017/04,INDIA,18,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,0.87,0,0,0,0
KT CORP(56),30,2017/05,INDIA,18,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,1.99,1.5,2.25,1.875,0
KT CORP(56),30,2017/06,INDIA,18,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,1.98,3.81,2.81,3.31,0
KT CORP(56),30,2017/07,INDIA,18,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,2,4,2.5,3.25,0
KT CORP(56),30,2017/08,INDIA,18,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,2.92,4,2.97,3.485,0
KT CORP(56),30,2017/09,INDIA,18,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,2.28,4.47,3.06,3.765,0
KT CORP(56),30,2017/10,INDIA,18,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,0,2.5,2.5,2.5,0
KT CORP(56),30,2017/11,INDIA,18,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,0,1.88,2.57,2.225,0
KT CORP(56),30,2017/12,INDIA,18,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,0,0,2.57,1.285,0
KT CORP(56),30,2017/06,ISRAEL,21,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/08,ISRAEL,21,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/09,ISRAEL,21,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/06,RUSSIA,32,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,0,0.04,0.04,0.04,0
KT CORP(56),30,2017/08,RUSSIA,32,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,0,0,0.03,0.015,0
KT CORP(56),30,2017/09,RUSSIA,32,DCC BC&S-CC,10,APAC,1,Phase 3,256,0,Development,2,0,0.03,0.04,0.035,0
KT CORP(56),30,2017/03,INDIA,18,DCC EDIT-CC,14,APAC,1,Phase 1,253,0,Development,2,1,0,0,0,0
KT CORP(56),30,2017/03,INDIA,18,DCC EDIT-CC,14,APAC,1,Phase 2,255,0,Development,2,1,0,0,0,0
KT CORP(56),30,2017/04,INDIA,18,DCC EDIT-CC,14,APAC,1,Phase 1,253,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/04,INDIA,18,DCC EDIT-CC,14,APAC,1,Phase 2,255,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/05,INDIA,18,DCC EDIT-CC,14,APAC,1,Phase 1,253,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/05,INDIA,18,DCC EDIT-CC,14,APAC,1,Phase 2,255,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/03,CHINA,9,DCC RM-CC,18,APAC,1,Phase 1,253,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/03,INDIA,18,DCC RM-CC,18,APAC,1,Phase 1,253,0,Development,2,5.73,7.69,8.61,8.15,0
KT CORP(56),30,2017/03,INDIA,18,DCC RM-CC,18,APAC,1,Phase 2,255,0,Development,2,5,11.91,17.74,14.825,0
KT CORP(56),30,2017/04,INDIA,18,DCC RM-CC,18,APAC,1,Phase 1,253,0,Development,2,1.38,6.69,0,3.345,0
KT CORP(56),30,2017/04,INDIA,18,DCC RM-CC,18,APAC,1,Phase 2,255,0,Development,2,5.52,11.91,22.65,17.28,0
KT CORP(56),30,2017/05,INDIA,18,DCC RM-CC,18,APAC,1,Phase 1,253,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/05,INDIA,18,DCC RM-CC,18,APAC,1,Phase 2,255,0,Development,2,1,3.91,4.46,4.185,0
KT CORP(56),30,2017/06,INDIA,18,DCC RM-CC,18,APAC,1,Phase 1,253,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/06,INDIA,18,DCC RM-CC,18,APAC,1,Phase 2,255,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/03,IRELAND,20,DCC RM-CC,18,APAC,1,Phase 1,253,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/03,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 1,253,0,Development,2,0,0.25,0.33,0.29,0
KT CORP(56),30,2017/04,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 1,253,0,Development,2,0,0.25,0,0.125,0
KT CORP(56),30,2017/05,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 2,255,0,Development,2,3,0,0,0,0
KT CORP(56),30,2017/06,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 2,255,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/03,KOREA,23,DCC RM-CC,18,APAC,1,Phase 1,253,0,Development,2,0,0.06,0.06,0.06,0
KT CORP(56),30,2017/03,KOREA,23,DCC RM-CC,18,APAC,1,Phase 2,255,0,Development,2,0,0.09,0.26,0.175,0
KT CORP(56),30,2017/04,KOREA,23,DCC RM-CC,18,APAC,1,Phase 1,253,0,Development,2,0,0.06,0,0.03,0
KT CORP(56),30,2017/04,KOREA,23,DCC RM-CC,18,APAC,1,Phase 2,255,0,Development,2,0,0.09,0.35,0.22,0
KT CORP(56),30,2017/05,KOREA,23,DCC RM-CC,18,APAC,1,Phase 2,255,0,Development,2,0,0.09,0.04,0.065,0
KT CORP(56),30,2017/04,KOREA,23,DCC RM-CC,18,APAC,1,KT Fast Track CR,154,0,Production,4,0,1.08,0,0.54,0
KT CORP(56),30,2017/05,KOREA,23,DCC RM-CC,18,APAC,1,KT Fast Track CR,154,0,Production,4,0,1.08,1.08,1.08,0
KT CORP(56),30,2017/06,KOREA,23,DCC RM-CC,18,APAC,1,KT Fast Track CR,154,0,Production,4,0,1.08,0.18,0.63,0
KT CORP(56),30,2017/04,PHILIPPINES,30,DCC RM-CC,18,APAC,1,KT Fast Track CR,154,0,Production,4,0,4.92,0,2.46,0
KT CORP(56),30,2017/05,PHILIPPINES,30,DCC RM-CC,18,APAC,1,KT Fast Track CR,154,0,Production,4,0,4.92,4.92,4.92,0
KT CORP(56),30,2017/06,PHILIPPINES,30,DCC RM-CC,18,APAC,1,KT Fast Track CR,154,0,Production,4,0,4.92,0.82,2.87,0
KT CORP(56),30,2017/06,zzzz,44,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,14.7,15,14.85,0
KT CORP(56),30,2017/07,zzzz,44,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,11.5,12,11.75,0
KT CORP(56),30,2017/08,zzzz,44,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,10,10,10,0
KT CORP(56),30,2017/09,zzzz,44,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,10,11,10.5,0
KT CORP(56),30,2017/10,zzzz,44,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,9.5,10,9.75,0
KT CORP(56),30,2017/11,zzzz,44,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,7.13,7,7.065,0
KT CORP(56),30,2017/12,zzzz,44,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0,5,2.5,0
KT CORP(56),30,2017/03,CHINA,9,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0.43,0,0,0,0
KT CORP(56),30,2017/04,CHINA,9,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,1.79,0,0,0,0
KT CORP(56),30,2017/05,CHINA,9,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,3.26,0,0,0,0
KT CORP(56),30,2017/06,CHINA,9,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,3,0,0,0,0
KT CORP(56),30,2017/07,CHINA,9,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,1.02,0,0,0,0
KT CORP(56),30,2017/08,CHINA,9,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/03,INDIA,18,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,7.94,0,0,0,0
KT CORP(56),30,2017/04,INDIA,18,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,7.6,0,0,0,0
KT CORP(56),30,2017/05,INDIA,18,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,12.98,14,20.73,17.365,0
KT CORP(56),30,2017/06,INDIA,18,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,11.61,6.73,5.73,6.23,0
KT CORP(56),30,2017/07,INDIA,18,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,13.02,5.83,4.33,5.08,0
KT CORP(56),30,2017/08,INDIA,18,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,12.73,5.37,3.87,4.62,0
KT CORP(56),30,2017/09,INDIA,18,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,13,6.37,4.87,5.62,0
KT CORP(56),30,2017/10,INDIA,18,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,6.37,4.87,5.62,0
KT CORP(56),30,2017/11,INDIA,18,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,4.78,5,4.89,0
KT CORP(56),30,2017/12,INDIA,18,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0,5,2.5,0
KT CORP(56),30,2017/05,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0,0.03,0.015,0
KT CORP(56),30,2017/06,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.03,0.03,0.03,0
KT CORP(56),30,2017/07,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.02,0.02,0.02,0
KT CORP(56),30,2017/08,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.01,0.01,0.01,0
KT CORP(56),30,2017/09,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.01,0.01,0.01,0
KT CORP(56),30,2017/10,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.01,0.01,0.01,0
KT CORP(56),30,2017/11,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.01,0.01,0.01,0
KT CORP(56),30,2017/12,ISRAEL,21,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0,0.01,0.005,0
KT CORP(56),30,2017/05,RUSSIA,32,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0,0.24,0.12,0
KT CORP(56),30,2017/06,RUSSIA,32,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.24,0.24,0.24,0
KT CORP(56),30,2017/07,RUSSIA,32,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.15,0.15,0.15,0
KT CORP(56),30,2017/08,RUSSIA,32,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.12,0.12,0.12,0
KT CORP(56),30,2017/09,RUSSIA,32,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.12,0.12,0.12,0
KT CORP(56),30,2017/10,RUSSIA,32,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.12,0.12,0.12,0
KT CORP(56),30,2017/11,RUSSIA,32,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0.09,0.12,0.105,0
KT CORP(56),30,2017/12,RUSSIA,32,DCC RM-CC,18,APAC,1,Phase 3,256,0,Development,2,0,0,0.12,0.06,0
KT CORP(56),30,2017/05,INDIA,18,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.93,1.17,1.05,0
KT CORP(56),30,2017/06,INDIA,18,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.93,1.17,1.05,0
KT CORP(56),30,2017/07,INDIA,18,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.93,1.17,1.05,0
KT CORP(56),30,2017/08,INDIA,18,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.93,1.17,1.05,0
KT CORP(56),30,2017/09,INDIA,18,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.93,1.17,1.05,0
KT CORP(56),30,2017/10,INDIA,18,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.93,1.17,1.05,0
KT CORP(56),30,2017/11,INDIA,18,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.93,0.93,0.93,0
KT CORP(56),30,2017/12,INDIA,18,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0,0.23,0.115,0
KT CORP(56),30,2017/05,ISRAEL,21,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.01,0.01,0.01,0
KT CORP(56),30,2017/06,ISRAEL,21,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.01,0.01,0.01,0
KT CORP(56),30,2017/07,ISRAEL,21,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.01,0.01,0.01,0
KT CORP(56),30,2017/08,ISRAEL,21,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.01,0.01,0.01,0
KT CORP(56),30,2017/09,ISRAEL,21,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.01,0.01,0.01,0
KT CORP(56),30,2017/10,ISRAEL,21,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.01,0.01,0.01,0
KT CORP(56),30,2017/11,ISRAEL,21,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.01,0.01,0.01,0
KT CORP(56),30,2017/12,ISRAEL,21,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0,0,0,0
KT CORP(56),30,2017/05,RUSSIA,32,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.06,0.08,0.07,0
KT CORP(56),30,2017/06,RUSSIA,32,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.06,0.08,0.07,0
KT CORP(56),30,2017/07,RUSSIA,32,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.06,0.08,0.07,0
KT CORP(56),30,2017/08,RUSSIA,32,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.06,0.08,0.07,0
KT CORP(56),30,2017/09,RUSSIA,32,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.06,0.08,0.07,0
KT CORP(56),30,2017/10,RUSSIA,32,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.06,0.08,0.07,0
KT CORP(56),30,2017/11,RUSSIA,32,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0.06,0.06,0.06,0
KT CORP(56),30,2017/12,RUSSIA,32,Program MNG CC,21,APAC,1,Phase 3,256,0,Development,2,0,0,0.02,0.01,0
TRUE MOVE(797),62,2017/03,INDIA,18,CSU APAC,1,APAC,1,V763.5,352,0,Completed,1,0,2,2,2,0
TRUE MOVE(797),62,2017/03,CHILE,8,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0,0,0,0,0
TRUE MOVE(797),62,2017/03,INDIA,18,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,2.35,4,7.3,5.65,0
TRUE MOVE(797),62,2017/04,INDIA,18,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0.01,0,7.3,3.65,0
TRUE MOVE(797),62,2017/05,INDIA,18,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0,0,7.3,3.65,0
TRUE MOVE(797),62,2017/06,INDIA,18,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0,0,7.3,3.65,0
TRUE MOVE(797),62,2017/07,INDIA,18,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0,0,7.3,3.65,0
TRUE MOVE(797),62,2017/08,INDIA,18,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0,0,7.3,3.65,0
TRUE MOVE(797),62,2017/09,INDIA,18,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0,0,7.3,3.65,0
TRUE MOVE(797),62,2017/10,INDIA,18,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0,0,7.3,3.65,0
TRUE MOVE(797),62,2017/11,INDIA,18,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0,0,7.3,3.65,0
TRUE MOVE(797),62,2017/12,INDIA,18,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0,0,7.3,3.65,0
TRUE MOVE(797),62,2017/03,ISRAEL,21,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,3.03,0,0,0,0
TRUE MOVE(797),62,2017/04,ISRAEL,21,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0.06,0,0,0,0
TRUE MOVE(797),62,2017/05,ISRAEL,21,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0,0,0,0,0
TRUE MOVE(797),62,2017/06,ISRAEL,21,CSU APAC,1,APAC,1,Migretion,185,0,Completed,1,0,0,0,0,0
TRUE MOVE(797),62,2017/04,CHILE,8,CSU APAC,1,APAC,1,Data migration Period II Apr17-Aug17,94,100,Development,2,1,0,0,0,0
TRUE MOVE(797),62,2017/05,CHILE,8,CSU APAC,1,APAC,1,Data migration Period II Apr17-Aug17,94,100,Development,2,1,0,0,0,0
TRUE MOVE(797),62,2017/04,INDIA,18,CSU APAC,1,APAC,1,Data migration Period II Apr17-Aug17,94,100,Development,2,1.85,1.41,1.41,1.41,0
TRUE MOVE(797),62,2017/05,INDIA,18,CSU APAC,1,APAC,1,Data migration Period II Apr17-Aug17,94,100,Development,2,1.82,1.34,2,1.67,0
TRUE MOVE(797),62,2017/06,INDIA,18,CSU APAC,1,APAC,1,Data migration Period II Apr17-Aug17,94,100,Development,2,1.71,1.23,1.18,1.205,0
